date_range,raw_metar
2005-01-01,200501231140 METAR VABB 231140Z 34008KT 6000 SKC 26/12 Q1012 NOSIG=
2005-01-01,200501231040 METAR VABB 231040Z 32010KT 6000 SKC 27/10 Q1011 NOSIG=
2005-01-01,200501231000 METAR VABB NIL=
2005-01-01,200501230840 METAR VABB 230840Z 30010KT 4000 FU SKC 29/13 Q1011 NOSIG=
2005-01-01,200501230740 METAR VABB 230740Z 34011KT 4000 FU SKC 29/13 Q1013 NOSIG=
2005-01-01,200501230640 METAR VABB 230640Z 04004KT 2500 FU SKC 28/09 Q1014 BECMG 3000 FU=
2005-01-01,200501230600 METAR VABB NIL=
2005-01-01,200501230530 METAR VABB NIL=
2005-01-01,200501230240 METAR VABB 230240Z 00000KT 2500 FU FEW250 20/12 Q1013 TEMPO 1500 FU=
2005-01-01,200501230140 METAR VABB 230140Z 00000KT 2500 FU FEW250 19/10 Q1013 TEMPO 1500 FU=
2005-01-01,200501230130 METAR VABB NIL=
2005-01-01,200501230040 METAR VABB 230040Z 00000KT 3000 FU SKC 19/11 Q1012 NOSIG=
2005-01-01,200501230030 METAR VABB NIL=
2005-01-01,200501222340 METAR VABB 222340Z 00000KT 3000 FU SKC 20/11 Q1012 NOSIG=
2005-01-01,200501222300 METAR VABB NIL=
2005-01-01,200501222240 METAR VABB 222240Z 00000KT 3000 FU SKC 21/12 Q1012 NOSIG=
2005-01-01,200501222140 METAR VABB 222140Z 09003KT 2500 FU SKC 21/11 Q1012 NOSIG=
2005-01-01,200501222100 METAR VABB NIL=
2005-01-01,200501222040 METAR VABB 222040Z 03003KT 2200 FU SKC 22/14 Q1013 NOSIG=
2005-01-01,200501222030 METAR VABB NIL=
2005-01-01,200501221940 METAR VABB 221940Z 00000KT 1500 FU SKC 22/14 Q1013 NOSIG=
2005-01-01,200501221840 METAR VABB 221840Z 00000KT 1500 FU SKC 21/13 Q1013 NOSIG=
2005-01-01,200501221800 METAR VABB NIL=
2005-01-01,200501221740 METAR VABB 221740Z 00000KT 3000 FU SKC 22/15 Q1014 TEMPO VIS 1500 FU=
2005-01-01,200501221730 METAR VABB NIL=
2005-01-01,200501221640 METAR VABB 221640Z 04003KT 3000 FU SKC 23/15 Q1014 NOSIG=
2005-01-01,200501221630 METAR VABB NIL=
2005-01-01,200501221540 METAR VABB 221540Z 00000KT 4000 FU SKC 23/15 Q1013 TEMPO 3000 FU=
2005-01-01,200501221440 METAR VABB 221440Z 31004KT 4000 FU SKC 23/15 Q1013 NOSIG=
2005-01-01,200501221430 METAR VABB NIL=
2005-01-01,200501221340 METAR VABB 221340Z 32003KT 4000 FU SKC 23/15 Q1013 NOSIG=
2005-01-01,200501221240 METAR VABB 221240Z 30006KT 5000 FU SKC 25/13 Q1012 BECMG 4000 FU=
2005-01-01,200501221140 METAR VABB 221140Z 32010KT 5000 FU SKC 27/10 Q1012 NOSIG=
2005-01-01,200501221130 METAR VABB NIL=
2005-01-01,200501221040 METAR VABB 221040Z 31010KT 5000 FU SKC 27/10 Q1012 NOSIG=
2005-01-01,200501221000 METAR VABB NIL=
2005-01-01,200501220830 METAR VABB NIL=
2005-01-01,200501220740 METAR VABB 220740Z 30008KT 2500 FU SKC 28/13 Q1014 NOSIG=
2005-01-01,200501220640 METAR VABB 220640Z 27006KT 2500 FU SKC 28/12 Q1015 NOSIG=
2005-01-01,200501220540 METAR VABB 220540Z 09004KT 2000 FU SKC 29/10 Q1016 BECMG 3000=
2005-01-01,200501220440 METAR VABB 220440Z 09003KT 1500 FU FEW250 26/11 Q1016 NOSIG=
2005-01-01,200501220340 METAR VABB 220340Z 00000KT 1500 FU FEW250 25/14 Q1016 NOSIG=
2005-01-01,200501220240 METAR VABB 220240Z 00000KT 1500 FU FEW250 22/13 Q1015 NOSIG=
2005-01-01,200501220200 METAR VABB NIL=
2005-01-01,200501220140 METAR VABB 220140Z 33003KT 2000 FU FEW250 22/14 Q1015 TEMPO 1500 FU=
2005-01-01,200501220040 METAR VABB 220040Z 34003KT 2500 FU SKC 22/14 Q1014 NOSIG=
2005-01-01,200501220030 METAR VABB NIL=
2005-01-01,200501212340 METAR VABB 212340Z 30004KT 2500 FU SKC 22/17 Q1014 NOSIG=
2005-01-01,200501212330 METAR VABB NIL=
2005-01-01,200501212240 METAR VABB 212240Z 00000KT 2500 FU SKC 22/12 Q1013 NOSIG=
2005-01-01,200501212140 METAR VABB 212140Z 00000KT 2200 FU SKC 23/13 Q1014 NOSIG=
2005-01-01,200501212040 METAR VABB 212040Z 00000KT 1500 FU SKC 23/14 Q1014 NOSIG=
2005-01-01,200501211940 METAR VABB 211940Z 00000KT 1500 FU SKC 23/14 Q1015 NOSIG=
2005-01-01,200501211900 METAR VABB NIL=
2005-01-01,200501211840 METAR VABB 211840Z 00000KT 1500 FU SKC 24/15 Q1015 NOSIG=
2005-01-01,200501211740 METAR VABB 211740Z 13003KT 1500 FU SKC 25/15 Q1015 NOSIG=
2005-01-01,200501211640 METAR VABB 211640Z 11003KT 2000 FU SKC 25/14 Q1016 TEMPO 1500 FU=
2005-01-01,200501211630 METAR VABB NIL=
2005-01-01,200501211540 METAR VABB 211540Z 36004KT 2500 FU SKC 25/15 Q1016 NOSIG=
2005-01-01,200501211440 METAR VABB 211440Z 35003KT 2200 FU SKC 25/14 Q1015 NOSIG=
2005-01-01,200501211430 METAR VABB NIL=
2005-01-01,200501211400 METAR VABB NIL=
2005-01-01,200501211330 METAR VABB NIL=
2005-01-01,200501211240 METAR VABB 211240Z 29006KT 4000 FU FEW250 27/14 Q1014 NOSIG=
2005-01-01,200501211140 METAR VABB 211140Z 31008KT 4000 FU FEW250 28/16 Q1013 NOSIG=
2005-01-01,200501211130 METAR VABB NIL=
2005-01-01,200501211040 METAR VABB 211040Z 28008KT 4000 FU FEW250 30/16 Q1013 NOSIG=
2005-01-01,200501211030 METAR VABB NIL=
2005-01-01,200501210940 METAR VABB 210940Z 30008KT 4000 FU SKC 31/12 Q1014 NOSIG=
2005-01-01,200501210930 METAR VABB NIL=
2005-01-01,200501210900 METAR VABB NIL=
2005-01-01,200501210840 METAR VABB 210840Z 30007KT 3000 FU SKC 31/10 Q1014 BECMG VIS 4000 FU=
2005-01-01,200501210830 METAR VABB NIL=
2005-01-01,200501210800 METAR VABB NIL=
2005-01-01,200501210740 METAR VABB 210740Z 29007KT 3000 FU SKC 32/13 Q1015 NOSIG=
2005-01-01,200501210730 METAR VABB NIL=
2005-01-01,200501210700 METAR VABB NIL=
2005-01-01,200501210640 METAR VABB 210640Z 17003KT 3000 FU SKC 31/12 Q1016 NOSIG=
2005-01-01,200501210630 METAR VABB NIL=
2005-01-01,200501210540 METAR VABB 210540Z 12005KT 3000 FU SKC 30/11 Q1017 NOSIG=
2005-01-01,200501210530 METAR VABB NIL=
2005-01-01,200501210500 METAR VABB NIL=
2005-01-01,200501210440 METAR VABB 210440Z 11005KT 2500 FU SKC 28/11 Q1017 BECMG 3000 FU=
2005-01-01,200501210430 METAR VABB NIL=
2005-01-01,200501210340 METAR VABB 210340Z 08006KT 2200 FU SKC 26/11 Q1017 NOSIG=
2005-01-01,200501210300 METAR VABB NIL=
2005-01-01,200501210230 METAR VABB NIL=
2005-01-01,200501210200 METAR VABB NIL=
2005-01-01,200501210140 METAR VABB 210140Z 12004KT 1500 FU SKC 21/11 Q1015 NOSIG=
2005-01-01,200501210040 METAR VABB 210040Z 10003KT 1500 FU SKC 22/13 Q1014 NOSIG=
2005-01-01,200501210000 METAR VABB NIL=
2005-01-01,200501202340 METAR VABB 202340Z 00000KT 1500 FU SKC 21/14 Q1014 NOSIG=
2005-01-01,200501202330 METAR VABB NIL=
2005-01-01,200501202240 METAR VABB 202240Z 00000KT 1500 FU SKC 22/15 Q1015 NOSIG=
2005-01-01,200501202140 METAR VABB 202140Z 00000KT 1500 FU SKC 22/14 Q1015 NOSIG=
2005-01-01,200501202100 METAR VABB NIL=
2005-01-01,200501202040 METAR VABB 202040Z 00000KT 1500 FU SKC 22/15 Q1015 NOSIG=
2005-01-01,200501202030 METAR VABB NIL=
2005-01-01,200501201940 METAR VABB 201940Z 00000KT 1800 FU SKC 22/14 Q1016 NOSIG=
2005-01-01,200501201740 METAR VABB 201740Z 35003KT 2200 FU SKC 24/16 Q1017 NOSIG=
2005-01-01,200501201730 METAR VABB NIL=
2005-01-01,200501201640 METAR VABB 201640Z 31003KT 2500 FU SKC 24/15 Q1016 NOSIG=
2005-01-01,200501201630 METAR VABB NIL=
2005-01-01,200501201540 METAR VABB 201540Z 32003KT 2500 FU SKC 25/14 Q1016 NOSIG=
2005-01-01,200501201440 METAR VABB 201440Z 32007KT 2500 FU SKC 25/12 Q1015 NOSIG=
2005-01-01,200501201430 METAR VABB NIL=
2005-01-01,200501201340 METAR VABB 201340Z 33006KT 2500 FU SKC 26/12 Q1014 NOSIG=
2005-01-01,200501201330 METAR VABB NIL=
2005-01-01,200501201240 METAR VABB 201240Z 34005KT 3500 FU SKC 26/15 Q1013 NOSIG=
2005-01-01,200501201200 METAR VABB NIL=
2005-01-01,200501201140 METAR VABB 201140Z 34006KT 3500 FU SKC 27/13 Q1013 NOSIG=
2005-01-01,200501201040 METAR VABB 201040Z 30009KT 4000 FU SKC 29/13 Q1012 NOSIG=
2005-01-01,200501201030 METAR VABB NIL=
2005-01-01,200501201000 METAR VABB NIL=
2005-01-01,200501200940 METAR VABB 200940Z 32010KT 4000 FU SKC 30/11 Q1012 NOSIG=
2005-01-01,200501200930 METAR VABB NIL=
2005-01-01,200501200900 METAR VABB NIL=
2005-01-01,200501200840 METAR VABB 200840Z 15004KT 4000 FU SKC 31/07 Q1013 NOSIG=
2005-01-01,200501200830 METAR VABB NIL=
2005-01-01,200501200800 METAR VABB NIL=
2005-01-01,200501200740 METAR VABB 200740Z 13006KT 4000 FU SKC 30/07 Q1014 NOSIG=
2005-01-01,200501200700 METAR VABB NIL=
2005-01-01,200501200640 METAR VABB 200640Z 13008KT 4000 FU SKC 29/07 Q1015 NOSIG=
2005-01-01,200501200600 METAR VABB NIL=
2005-01-01,200501200540 METAR VABB 200540Z 12007KT 3000 FU SKC 28/06 Q1016 NOSIG=
2005-01-01,200501200530 METAR VABB NIL=
2005-01-01,200501200440 METAR VABB 200440Z 10008KT 3000 FU SKC 26/05 Q1016 NOSIG=
2005-01-01,200501200430 METAR VABB NIL=
2005-01-01,200501200340 METAR VABB 200340Z 09007KT 3000 FU SKC 23/04 Q1015 NOSIG=
2005-01-01,200501200240 METAR VABB 200240Z 09008KT 2500 FU SKC 22/03 Q1014 NOSIG=
2005-01-01,200501200230 METAR VABB NIL=
2005-01-01,200501200200 METAR VABB NIL=
2005-01-01,200501200140 METAR VABB 200140Z 08008KT 2500 FU FEW250 21/03 Q1014 TEMPO 1500 FU=
2005-01-01,200501200100 METAR VABB NIL=
2005-01-01,200501200040 METAR VABB 200040Z 06010KT 4000 FU SKC 21/03 Q1013 BECMG 3000 FU=
2005-01-01,200501192340 METAR VABB 192340Z 06009KT 4000 FU SKC 22/04 Q1013 NOSIG=
2005-01-01,200501192330 METAR VABB NIL=
2005-01-01,200501192240 METAR VABB 192240Z 08009KT 4000 FU SKC 22/04 Q1012 NOSIG=
2005-01-01,200501192140 METAR VABB 192140Z 08007KT 4000 FU SKC 22/04 Q1013 NOSIG=
2005-01-01,200501192040 METAR VABB 192040Z 04006KT 3000 FU SKC 22/04 Q1013 NOSIG=
2005-01-01,200501192000 METAR VABB NIL=
2005-01-01,200501191940 METAR VABB 191940Z 06006KT 2000 FU SKC 22/05 Q1014 NOSIG=
2005-01-01,200501191930 METAR VABB NIL=
2005-01-01,200501191840 METAR VABB 191840Z 00000KT 1500 FU SKC 20/13 Q1014 NOSIG=
2005-01-01,200501191800 METAR VABB NIL=
2005-01-01,200501191740 METAR VABB 191740Z 00000KT 1500 FU SKC 21/12 Q1015 NOSIG=
2005-01-01,200501191730 METAR VABB NIL=
2005-01-01,200501191700 METAR VABB NIL=
2005-01-01,200501191540 METAR VABB 191540Z 34003KT 3000 FU SKC 22/13 Q1014 NOSIG=
2005-01-01,200501191530 METAR VABB NIL=
2005-01-01,200501191500 METAR VABB NIL=
2005-01-01,200501191440 METAR VABB 191440Z 34004KT 3000 FU SKC 23/13 Q1014 NOSIG=
2005-01-01,200501191430 METAR VABB NIL=
2005-01-01,200501191400 METAR VABB NIL=
2005-01-01,200501191330 METAR VABB NIL=
2005-01-01,200501191240 METAR VABB 191240Z 31005KT 4000 FU SKC 23/11 Q1013 NOSIG=
2005-01-01,200501191140 METAR VABB 191140Z 33008KT 5000 FU SKC 25/09 Q1012 NOSIG=
2005-01-01,200501191130 METAR VABB NIL=
2005-01-01,200501191100 METAR VABB NIL=
2005-01-01,200501191040 METAR VABB 191040Z 28008KT 5000 FU SKC 26/12 Q1012 NOSIG=
2005-01-01,200501190940 METAR VABB 190940Z 30010KT 5000 FU SKC 27/10 Q1012 NOSIG=
2005-01-01,200501190840 METAR VABB 190840Z 06008KT 5000 FU SKC 28/03 Q1013 NOSIG=
2005-01-01,200501190830 METAR VABB NIL=
2005-01-01,200501190800 METAR VABB NIL=
2005-01-01,200501190740 METAR VABB 190740Z 10008KT 5000 FU SKC 26/03 Q1014 NOSIG=
2005-01-01,200501190730 METAR VABB NIL=
2005-01-01,200501190700 METAR VABB NIL=
2005-01-01,200501190630 METAR VABB NIL=
2005-01-01,200501190600 METAR VABB NIL=
2005-01-01,200501190530 METAR VABB NIL=
2005-01-01,200501190500 METAR VABB NIL=
2005-01-01,200501190440 METAR VABB 190440Z 10011KT 3000 FU SKC 23/02 Q1017 NOSIG=
2005-01-01,200501190430 METAR VABB NIL=
2005-01-01,200501190330 METAR VABB NIL=
2005-01-01,200501190230 METAR VABB NIL=
2005-01-01,200501190200 METAR VABB NIL=
2005-01-01,200501190140 METAR VABB 190140Z 00000KT 2000 FU SKC 16/05 Q1014 TEMPO VIS 1500 FU=
2005-01-01,200501190130 METAR VABB NIL=
2005-01-01,200501190100 METAR VABB NIL=
2005-01-01,200501190040 METAR VABB 190040Z 00000KT 2500 FU SKC 16/05 Q1013 NOSIG=
2005-01-01,200501190000 METAR VABB NIL=
2005-01-01,200501182340 METAR VABB 182340Z 00000KT 3000 FU SKC 17/05 Q1013 NOSIG=
2005-01-01,200501182330 METAR VABB NIL=
2005-01-01,200501182240 METAR VABB 182240Z 00000KT 3000 FU SKC 18/05 Q1013 NOSIG=
2005-01-01,200501182230 METAR VABB NIL=
2005-01-01,200501182200 METAR VABB NIL=
2005-01-01,200501182140 METAR VABB 182140Z 00000KT 3000 FU SKC 17/05 Q1013 NOSIG=
2005-01-01,200501182130 METAR VABB NIL=
2005-01-01,200501182100 METAR VABB NIL=
2005-01-01,200501182040 METAR VABB 182040Z 04005KT 3000 FU SKC 18/05 Q1014 NOSIG=
2005-01-01,200501182030 METAR VABB NIL=
2005-01-01,200501182000 METAR VABB NIL=
2005-01-01,200501181940 METAR VABB 181940Z 04003KT 3000 FU SKC 19/05 Q1014 NOSIG=
2005-01-01,200501181930 METAR VABB NIL=
2005-01-01,200501181840 METAR VABB 181840Z 33004KT 2500 FU SKC 19/07 Q1014 NOSIG=
2005-01-01,200501181740 METAR VABB 181740Z 04003KT 2500 FU SKC 19/07 Q1015 NOSIG=
2005-01-01,200501181730 METAR VABB NIL=
2005-01-01,200501181700 METAR VABB NIL=
2005-01-01,200501181640 METAR VABB 181640Z 34003KT 2500 FU SKC 20/07 Q1015 NOSIG=
2005-01-01,200501181630 METAR VABB NIL=
2005-01-01,200501181530 METAR VABB NIL=
2005-01-01,200501181500 METAR VABB NIL=
2005-01-01,200501181440 METAR VABB 181440Z 33010G20KT 4000 FU FEW250 21/06 Q1014 NOSIG=
2005-01-01,200501181430 METAR VABB NIL=
2005-01-01,200501181340 METAR VABB 181340Z 32012KT 4000 FU SCT250 22/06 Q1014 NOSIG=
2005-01-01,200501181330 METAR VABB NIL=
2005-01-01,200501181300 METAR VABB NIL=
2005-01-01,200501181240 METAR VABB 181240Z 33014KT 5000 FU FEW250 23/04 Q1013 NOSIG=
2005-01-01,200501181140 METAR VABB 181140Z 32010G20KT 5000 FU SKC 24/06 Q1013 NOSIG=
2005-01-01,200501181130 METAR VABB NIL=
2005-01-01,200501181100 METAR VABB NIL=
2005-01-01,200501181040 METAR VABB 181040Z 31010G20KT 5000 FU SKC 25/05 Q1013 NOSIG=
2005-01-01,200501181030 METAR VABB NIL=
2005-01-01,200501181000 METAR VABB NIL=
2005-01-01,200501180940 METAR VABB 180940Z 32014KT 5000 FU SKC 26/04 Q1013 NOSIG=
2005-01-01,200501180930 METAR VABB NIL=
2005-01-01,200501180840 METAR VABB 180840Z 33010KT 5000 FU SKC 28/03 Q1014 NOSIG=
2005-01-01,200501180800 METAR VABB NIL=
2005-01-01,200501180740 METAR VABB 180740Z 32008KT 5000 FU SKC 27/03 Q1015 NOSIG=
2005-01-01,200501180730 METAR VABB NIL=
2005-01-01,200501180700 METAR VABB NIL=
2005-01-01,200501180640 METAR VABB 180640Z 30004KT 5000 FU SKC 27/05 Q1016 NOSIG=
2005-01-01,200501180600 METAR VABB NIL=
2005-01-01,200501180540 METAR VABB 180540Z 10005KT 5000 FU SKC 27/06 Q1017 NOSIG=
2005-01-01,200501180530 METAR VABB NIL=
2005-01-01,200501180430 METAR VABB NIL=
2005-01-01,200501180330 METAR VABB NIL=
2005-01-01,200501180240 METAR VABB 180240Z 00000KT 2200 FU SKC 22/06 Q1016 NOSIG=
2005-01-01,200501180230 METAR VABB NIL=
2005-01-01,200501180140 METAR VABB 180140Z 06004KT 2200 FU SKC 20/06 Q1015 TEMPO 1500 FU=
2005-01-01,200501180040 METAR VABB 180040Z 08003KT 2500 FU SKC 21/07 Q1014 NOSIG=
2005-01-01,200501180030 METAR VABB NIL=
2005-01-01,200501172340 METAR VABB 172340Z 07003KT 2500 FU SKC 21/08 Q1014 NOSIG=
2005-01-01,200501172240 METAR VABB 172240Z 33006KT 3000 FU SKC 21/09 Q1013 NOSIG=
2005-01-01,200501172230 METAR VABB NIL=
2005-01-01,200501172140 METAR VABB 172140Z 03003KT 3000 FU SKC 22/10 Q1013 NOSIG=
2005-01-01,200501172040 METAR VABB 172040Z 34005KT 3000 FU SKC 21/10 Q1014 NOSIG=
2005-01-01,200501172030 METAR VABB NIL=
2005-01-01,200501171930 METAR VABB NIL=
2005-01-01,200501171840 METAR VABB 171840Z 00000KT 4000 FU SKC 22/09 Q1013 NOSIG=
2005-01-01,200501171830 METAR VABB NIL=
2005-01-01,200501171740 METAR VABB 171740Z 07007KT 4000 FU SKC 23/09 Q1014 NOSIG=
2005-01-01,200501171730 METAR VABB NIL=
2005-01-01,200501171640 METAR VABB 171640Z 03007KT 4000 FU SKC 23/10 Q1013 NOSIG=
2005-01-01,200501171630 METAR VABB NIL=
2005-01-01,200501171540 METAR VABB 171540Z 11004KT 4000 FU SKC 24/12 Q1013 NOSIG=
2005-01-01,200501171440 METAR VABB 171440Z 32007KT 4000 FU SKC 24/11 Q1013 NOSIG=
2005-01-01,200501171430 METAR VABB NIL=
2005-01-01,200501171400 METAR VABB NIL=
2005-01-01,200501171340 METAR VABB 171340Z 32006KT 5000 FU SKC 24/12 Q1012 NOSIG=
2005-01-01,200501171330 METAR VABB NIL=
2005-01-01,200501171300 METAR VABB NIL=
2005-01-01,200501171240 METAR VABB 171240Z 32006KT 5000 FU SKC 25/11 Q1011 NOSIG=
2005-01-01,200501171200 METAR VABB NIL=
2005-01-01,200501171140 METAR VABB 171140Z 32008KT 5000 FU SKC 27/11 Q1011 NOSIG=
2005-01-01,200501171100 METAR VABB NIL=
2005-01-01,200501171040 METAR VABB 171040Z 30010KT 5000 FU SKC 28/11 Q1011 NOSIG=
2005-01-01,200501171030 METAR VABB NIL=
2005-01-01,200501170940 METAR VABB 170940Z 30010KT 5000 FU SKC 29/11 Q1011 NOSIG=
2005-01-01,200501170900 METAR VABB NIL=
2005-01-01,200501170840 METAR VABB 170840Z 27006KT 5000 FU SKC 29/08 Q1012 NOSIG=
2005-01-01,200501170830 METAR VABB NIL=
2005-01-01,200501170740 METAR VABB 170740Z 10006KT 5000 FU SKC 30/08 Q1013 NOSIG=
2005-01-01,200501170730 METAR VABB NIL=
2005-01-01,200501170700 METAR VABB NIL=
2005-01-01,200501170630 METAR VABB NIL=
2005-01-01,200501170540 METAR VABB 170540Z 10005KT 3000 FU SKC 27/09 Q1015 NOSIG=
2005-01-01,200501170530 METAR VABB NIL=
2005-01-01,200501170430 METAR VABB NIL=
2005-01-01,200501170330 METAR VABB NIL=
2005-01-01,200501170230 METAR VABB NIL=
2005-01-01,200501170200 METAR VABB NIL=
2005-01-01,200501170130 METAR VABB NIL=
2005-01-01,200501170040 METAR VABB 170040Z 03003KT 4000 FU SKC 21/15 Q1013 NOSIG=
2005-01-01,200501170000 METAR VABB NIL=
2005-01-01,200501162340 METAR VABB 162340Z 00000KT 4000 FU SKC 22/16 Q1012 NOSIG=
2005-01-01,200501162330 METAR VABB NIL=
2005-01-01,200501162240 METAR VABB 162240Z 00000KT 3000 FU SKC 22/16 Q1012 NOSIG=
2005-01-01,200501162140 METAR VABB 162140Z 00000KT 3000 FU SKC 22/15 Q1012 NOSIG=
2005-01-01,200501162130 METAR VABB NIL=
2005-01-01,200501162040 METAR VABB 162040Z 00000KT 3000 FU SKC 23/15 Q1013 NOSIG=
2005-01-01,200501162000 METAR VABB NIL=
2005-01-01,200501161940 METAR VABB 161940Z 00000KT 2500 FU SKC 23/14 Q1013 NOSIG=
2005-01-01,200501161930 METAR VABB NIL=
2005-01-01,200501161900 METAR VABB NIL=
2005-01-01,200501161840 METAR VABB 161840Z 00000KT 2500 FU SKC 23/16 Q1013 NOSIG=
2005-01-01,200501161740 METAR VABB 161740Z 00000KT 2500 FU SKC 23/15 Q1014 NOSIG=
2005-01-01,200501161640 METAR VABB 161640Z 33004KT 2500 FU SKC 23/14 Q1014 NOSIG=
2005-01-01,200501161630 METAR VABB NIL=
2005-01-01,200501161540 METAR VABB 161540Z 33004KT 3000 FU SKC 24/15 Q1013 NOSIG=
2005-01-01,200501161530 METAR VABB NIL=
2005-01-01,200501161500 METAR VABB NIL=
2005-01-01,200501161440 METAR VABB 161440Z 32008KT 3000 FU SKC 24/17 Q1013 NOSIG=
2005-01-01,200501161430 METAR VABB NIL=
2005-01-01,200501161400 METAR VABB NIL=
2005-01-01,200501161340 METAR VABB 161340Z 32007KT 3000 FU FEW250 24/17 Q1012 NOSIG=
2005-01-01,200501161330 METAR VABB NIL=
2005-01-01,200501161300 METAR VABB NIL=
2005-01-01,200501161240 METAR VABB 161240Z 32010KT 3000 FU FEW250 25/17 Q1011 NOSIG=
2005-01-01,200501161140 METAR VABB 161140Z 31006KT 3000 FU SCT250 27/15 Q1011 NOSIG=
2005-01-01,200501161130 METAR VABB NIL=
2005-01-01,200501161040 METAR VABB 161040Z 28010KT 3000 FU SCT250 29/16 Q1011 NOSIG=
2005-01-01,200501161030 METAR VABB NIL=
2005-01-01,200501160940 METAR VABB 160940Z 27010KT 3000 FU SCT250 29/18 Q1011 NOSIG=
2005-01-01,200501160930 METAR VABB NIL=
2005-01-01,200501160900 METAR VABB NIL=
2005-01-01,200501160840 METAR VABB 160840Z 28009KT 3000 FU SCT250 30/18 Q1011 NOSIG=
2005-01-01,200501160730 METAR VABB NIL=
2005-01-01,200501160700 METAR VABB NIL=
2005-01-01,200501160640 METAR VABB 160640Z 32004KT 2500 FU BKN250 27/16 Q1013 NOSIG=
2005-01-01,200501160630 METAR VABB NIL=
2005-01-01,200501160540 METAR VABB 160540Z 06004KT 2000 FU SCT250 27/15 Q1014 NOSIG=
2005-01-01,200501160530 METAR VABB NIL=
2005-01-01,200501160500 METAR VABB NIL=
2005-01-01,200501160340 METAR VABB 160340Z 00000KT 0800 R27/1100 FU SKC 25/20 Q1014 NOSIG=
2005-01-01,200501160330 METAR VABB NIL=
2005-01-01,200501160230 METAR VABB NIL=
2005-01-01,200501160200 METAR VABB NIL=
2005-01-01,200501160140 METAR VABB 160140Z 14003KT 1200 R27/1400 FU SKC 23/20 Q1012 TEMPO 0800 BR=
2005-01-01,200501160040 METAR VABB 160040Z 00000KT 1500 R27/1600 FU SKC 23/22 Q1011 TEMPO 0800 BR=
2005-01-01,200501160030 METAR VABB NIL=
2005-01-01,200501160000 METAR VABB NIL=
2005-01-01,200501152340 METAR VABB 152340Z 00000KT 2000 FU SKC 23/21 Q1011 NOSIG=
2005-01-01,200501152330 METAR VABB NIL=
2005-01-01,200501152300 METAR VABB NIL=
2005-01-01,200501152240 METAR VABB 152240Z 00000KT 2000 FU SKC 23/18 Q1011 NOSIG=
2005-01-01,200501152230 METAR VABB NIL=
2005-01-01,200501152140 METAR VABB 152140Z 33003KT 2000 FU SKC 23/19 Q1011 NOSIG=
2005-01-01,200501152130 METAR VABB NIL=
2005-01-01,200501152040 METAR VABB 152040Z 29003KT 2000 FU SKC 23/17 Q1011 TEMPO 1500 FU=
2005-01-01,200501152030 METAR VABB NIL=
2005-01-01,200501152000 METAR VABB NIL=
2005-01-01,200501151940 METAR VABB 151940Z 00000KT 2000 FU SKC 23/18 Q1011 TEMPO 1500 FU=
2005-01-01,200501151930 METAR VABB NIL=
2005-01-01,200501151900 METAR VABB NIL=
2005-01-01,200501151840 METAR VABB 151840Z 00000KT 2000 FU SKC 23/17 Q1012 TEMPO 1500 FU=
2005-01-01,200501151740 METAR VABB 151740Z 03003KT 2500 FU SKC 24/17 Q1012 TEMPO 1500 FU=
2005-01-01,200501151730 METAR VABB NIL=
2005-01-01,200501151700 METAR VABB NIL=
2005-01-01,200501151630 METAR VABB NIL=
2005-01-01,200501151540 METAR VABB 151540Z 34003KT 2500 FU SKC 25/21 Q1012 NOSIG=
2005-01-01,200501151530 METAR VABB NIL=
2005-01-01,200501151500 METAR VABB NIL=
2005-01-01,200501151440 METAR VABB 151440Z 34005KT 3000 FU SKC 25/20 Q1011 NOSIG=
2005-01-01,200501151430 METAR VABB NIL=
2005-01-01,200501151400 METAR VABB NIL=
2005-01-01,200501151340 METAR VABB 151340Z 32004KT 3000 FU SKC 25/20 Q1011 NOSIG=
2005-01-01,200501151330 METAR VABB NIL=
2005-01-01,200501151240 METAR VABB 151240Z 32005KT 3000 FU SKC 26/19 Q1010 NOSIG=
2005-01-01,200501151140 METAR VABB 151140Z 31005KT 3000 FU SKC 27/17 Q1010 NOSIG=
2005-01-01,200501151130 METAR VABB NIL=
2005-01-01,200501151040 METAR VABB 151040Z 28008KT 3000 FU SKC 28/18 Q1009 NOSIG=
2005-01-01,200501150940 METAR VABB 150940Z 28007KT 3000 FU SKC 29/17 Q1010 NOSIG=
2005-01-01,200501150900 METAR VABB NIL=
2005-01-01,200501150800 METAR VABB NIL=
2005-01-01,200501150740 METAR VABB 150740Z 27007KT 2200 FU SKC 30/18 Q1011 NOSIG=
2005-01-01,200501150730 METAR VABB NIL=
2005-01-01,200501150700 METAR VABB NIL=
2005-01-01,200501150640 METAR VABB 150640Z 16005KT 3000 FU SKC 31/13 Q1012 NOSIG=
2005-01-01,200501150630 METAR VABB NIL=
2005-01-01,200501150600 METAR VABB NIL=
2005-01-01,200501150540 METAR VABB 150540Z 12003KT 3000 FU SKC 29/15 Q1013 NOSIG=
2005-01-01,200501150530 METAR VABB NIL=
2005-01-01,200501150500 METAR VABB NIL=
2005-01-01,200501150440 METAR VABB 150440Z 10004KT 2500 FU SKC 27/15 Q1013 BECMG 3000 FU=
2005-01-01,200501150430 METAR VABB NIL=
2005-01-01,200501150340 METAR VABB 150340Z 00000KT 1500 R27/1600 FU SKC 25/16 Q1013 NOSIG=
2005-01-01,200501150330 METAR VABB NIL=
